rank,scheme_id,topsis_score,stability,hard_violations,same_city_repeat_index,pair_conflict_index,admin_diversity,sport_variance,sport_range,competition_suspense,hot_match_index,eco_cv,pop_cv,tour_cv,avg_inner_distance_km,geo_cover
522,S1809,0.5086612302981203,0.0,0,0.0,0.0,4.0,649.5645130496113,91.49029903429057,0.1415462802342183,846.0489168953493,0.5877154200759187,0.44362105149048225,0.3079396004082769,184.31460302868032,3.4375
523,S0488,0.508650901680612,0.0,0,0.0,0.0,4.0,801.7281074807188,94.89967689874925,0.1682376246789988,857.5967489112433,0.6373430679062322,0.46547315796236916,0.32959170788153913,186.89937148579418,3.5
524,S0127,0.5085596241716086,0.0,0,0.0,0.0,4.0,680.4153423160809,103.63548995304163,0.15914605448320251,857.7414996239028,0.5837070347648152,0.44649786564032423,0.31983463377040316,189.64932790567013,3.4375
525,S0744,0.5085440413107988,0.0,0,0.0,0.0,4.0,669.4419047075279,84.13021911746148,0.136470924523501,843.2094921778894,0.6146656115191813,0.4420914290639894,0.2821487958079301,184.08250901001202,3.5
526,S0547,0.5085007214964521,0.0,0,0.0,0.0,4.0,899.1799544513574,109.04740400280764,0.1656033881877301,899.0138715589128,0.659138344741617,0.5144142476749988,0.4168980410655335,175.39932977613958,3.3125
527,S0340,0.5084351280801848,0.0,0,0.0,0.0,4.0,603.5887952298682,84.08885368285088,0.1500087824127925,862.3861151131897,0.6952285560546738,0.47834092461932254,0.31862994400064526,185.44539395766844,3.4375
528,S0415,0.508381243964252,0.0,0,0.0,0.0,4.0,703.2787582371972,92.59874093881112,0.14740180042360906,864.9190680419296,0.6136527649725836,0.4467358059055347,0.3614993389632982,183.11630670713788,3.4375
529,S1128,0.5083301865695976,0.0,0,0.0,0.0,4.0,693.0754237787023,92.97544241384934,0.15040409894389795,877.7571671839826,0.6726741246621373,0.46820037084508614,0.38622630764743254,180.5926849439169,3.4375
530,S1940,0.5082970667688842,0.01,0,0.0,0.0,4.0,954.622221717698,106.67434643157277,0.18932802293538553,892.0011660042605,0.6689966941916079,0.4866529491567965,0.4090877055192477,185.18809950868703,3.4375
531,S0974,0.5082859496525266,0.0,0,0.0,0.0,4.0,763.6456893631579,105.04918465803227,0.16118242365665436,898.2565724722009,0.681037970070918,0.520897365926838,0.4036989874431176,180.97358742404128,3.5
532,S1479,0.5082213404513903,0.0,0,0.0,0.0,4.0,752.2780632218085,113.70336195671122,0.17846308799840868,858.3620182848812,0.6456787364345512,0.4397535977649944,0.33204641669532237,186.06624634967324,3.3125
533,S1753,0.5082119083350226,0.0,0,0.0,0.0,4.0,710.3928695691886,96.89000359620928,0.16616241388812789,881.8629177386716,0.6553444582621358,0.47546366668703266,0.38273237329880266,186.8241928502642,3.375
534,S1502,0.5081819502999609,0.0,0,0.0,0.0,4.0,632.1984492743941,98.00702309805682,0.16308819693769117,854.223986227268,0.6155323253587218,0.44157054975877774,0.3423504227275221,188.60408748136354,3.375
535,S1659,0.5081759549827953,0.0,0,0.0,0.0,4.0,808.9388838649804,98.89188290164245,0.17365302932694376,856.1886236410768,0.6123476728682805,0.46115280139199494,0.3312293044265915,191.05500061817054,3.625
536,S0094,0.5081539840703199,0.0,0,0.0,0.0,4.0,634.3565355053469,92.22161941569814,0.15042777340254315,846.5516302031187,0.6134124470246733,0.44045487212296763,0.2894519962205196,188.57370185910565,3.4375
537,S0439,0.5081092895308941,0.0,0,0.0,0.0,4.0,693.4968593627339,88.30523590995253,0.14878267495185624,836.417140587436,0.5602008499757314,0.40917998108649783,0.29684018966956005,186.17144817074285,3.25
538,S0646,0.5079515985578906,0.0,0,0.0,0.0,4.0,789.0255887160495,110.2018998104901,0.16219314396844808,877.2319524512044,0.653539414504795,0.4686168528755572,0.37209565199356,181.28285944476997,3.5
539,S0347,0.5078857831197533,0.0,0,0.0,0.0,4.0,632.5193646357617,89.4016195401134,0.14907961613357718,865.7682885335064,0.6429451138308002,0.46268199927123044,0.3560641869975699,184.03800135284288,3.375
540,S0967,0.5078791504600432,0.0,0,0.0,0.0,4.0,868.0605064888712,112.07914775267267,0.16133213824480558,887.5410643012424,0.6751103398271465,0.5024080936888664,0.35546878471038484,177.05994655393965,3.375
541,S1178,0.5078249886055316,0.0,0,0.0,0.0,4.0,892.2645476734293,101.96955616308728,0.17888394764596363,888.130645532025,0.7438481359299971,0.5340226964048383,0.37334049824148774,182.37739160248827,3.6875
542,S0932,0.5077964690906582,0.0,0,0.0,0.0,4.0,785.6911092051971,99.7197758578143,0.1637541857620598,886.7638295921255,0.710217303845568,0.48635318758108087,0.38061727150935276,180.74668954798514,3.4375
543,S0016,0.5077252196204154,0.0,0,0.0,0.0,4.0,684.0840803244004,92.56926015927232,0.15494529934862167,854.6454691871645,0.6237552917430887,0.45306043378806476,0.31353712043235044,186.6407930745885,3.375
544,S1381,0.5076536177290037,0.0,0,0.0,0.0,4.0,621.8258296032442,84.35638230395118,0.153546608307973,869.257747405321,0.6881991775138657,0.49339230605214124,0.3312876951366997,190.26607267392473,3.6875
545,S1377,0.5076496315168764,0.0,0,0.0,0.0,4.0,827.6215218730173,105.04609246455317,0.16419443639767345,840.701173283092,0.6102275022967942,0.44282132792807627,0.26593416310207924,183.58570953216346,3.3125
546,S0121,0.5075948224777416,0.0,0,0.0,0.0,4.0,661.642314110937,91.41791434549323,0.15250714102768093,858.6251748568659,0.6432035634995871,0.4584888982157263,0.32161097284955936,185.43350671769713,3.375
547,S0977,0.507594120089479,0.0,0,0.0,0.0,4.0,735.7139757603803,92.33208895273745,0.15934894637374775,894.3174325275296,0.6880621719210677,0.49920174719124355,0.4143927885128497,181.42132241386193,3.375
548,S1984,0.5075916554830554,0.0,0,0.0,0.0,4.0,857.8135810322183,100.77323571669646,0.17438160458559368,846.6055796570192,0.604013656804229,0.45422469298650625,0.31324761264601386,186.79529716417272,3.4375
549,S1347,0.5074906652988632,0.02,0,0.0,0.0,4.0,887.4923207617724,109.30676459865509,0.19010263759523172,908.8883329364104,0.7208432115322753,0.5324153867266996,0.4086834194534147,187.42400481880958,3.5625
550,S1944,0.5074301602893803,0.0,0,0.0,0.0,4.0,658.754505523212,92.67370212690544,0.1737776686366736,867.1088583798276,0.6668727265681094,0.48763258345172356,0.33423254951089526,192.67874513147635,3.4375
551,S0601,0.5073291733132278,0.0,0,0.0,0.0,4.0,909.8674999055678,102.00581012997415,0.16559137701193072,893.1615782774034,0.670764926159636,0.5135811056018618,0.39277102086919885,180.55805482106985,3.5625
552,S0651,0.5071957140918237,0.0,0,0.0,0.0,4.0,678.5824118818555,97.44908382185972,0.15315223151663637,853.2059008194452,0.6126030753567383,0.4544004871403671,0.3139022916427098,187.87573421877377,3.5625
553,S1006,0.5071739188910434,0.0,0,0.0,0.0,4.0,711.0620198225074,109.77166248666248,0.15554102796494595,883.4912604257948,0.6653326565946686,0.5052583078598223,0.3635771927947484,182.8559045326209,3.625
554,S1701,0.5070814736101317,0.0,0,0.0,0.0,4.0,662.1488927022848,102.36510798340365,0.16000561596097598,862.3207395647108,0.6295486595653713,0.4592743107456078,0.32165640858865413,189.437185375905,3.5
555,S0819,0.5070523327162462,0.0,0,0.0,0.0,4.0,749.0368998317091,95.2676795873594,0.16560906065184322,865.0340902423658,0.6246823186119767,0.45530322447985927,0.34933227599645295,186.84413704953715,3.3125
556,S0275,0.5070340373078784,0.0,0,0.0,0.0,4.0,866.0139430327717,107.52557323010288,0.16417011884561908,879.0861056593784,0.7180501323123498,0.4782933214867175,0.37633468233010364,173.73853208024246,3.375
